,resultados,puntos,resultados_local,puntos_local,resultados_visitante,puntos_visitante,goles,goles_contra,diferencia,goles_esperados,goles_permitidos,x_diferencia,ultimo_partido,siguiente_partido,entrenador,pais,genero
0,12-7-2,43 puntos     (2.05 por partido),5-5-1,20 puntos,7-2-1,23 puntos,"45 (2.14 por partido),","16 (0.76 por partido),", 29,"38.7,","20.3,", 18.3, Victoria 1–0 ," Sábado, Ene 15 ", Thomas Tuchel,England, Masculino
